ID#,Year,Month,Day,Year-Month-Day,School,District,Incident-Type,Incident-Description,Supporting-Materials,School-Response,Media-Coverage,Social-Media-Post,Other-Related,Reported-School,Reported-Police,Source(s),Incident-Notes,Hidden,Created By,Last Modified By,Last Modified
96,2023,04,16,2023 - 04 -  16,Seattle Academy,,Graffiti or Vandalism,"Similar to the incident in 2017 (incident #95), this vandalism targeted Temple De Hirsch. Seattle Academy leases space from the synagogue.",2023Apr16-TempleDeHirsch-Vandalism.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1723860000000/uTFgMEMyKhA63e0DY3iUgg/_kdxigZQqGA-GcHy10RhKdC_SztUrzgW10L4jwYsQVzoyFdNnFg-ihcjVfCZZaQayldCYC1xQ-9GvUr0nifctgNx4F4RojbGC1bJwJBS6QXhNFZx0cLxT0Yv_E0o_edCgiXb7F6zgZIrNswPWQ8fCRqc-BIwhTnoFUG_8l2iqCqxm4YDUG48GpXTdUgtTDfo/EA475vvFktTBXwRTuBqFrjJBOda79qnpHI26DO4vMCA),,https://www.seattletimes.com/seattle-news/law-justice/capitol-hill-synagogue-vandalized-on-eve-of-holocaust-remembrance-day/,,https://www.cnn.com/2023/04/20/us/seattle-jewish-temple-hate-crime/index.html,,,Press,,,Our Team,Our Team,5/28/2024 3:40pm
14,2023,03,29,2023 - 03 -  29,Unknown (Sammamish),,Bullying or Harassment,"A middle school student sent a SnapChat stating, ""Yitler 2024"" and ""fuck jews f*ck biden i love yitler."" (sic)",,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/29/2024 6:30pm
13,2023,03,24,2023 - 03 -  24,Unknown (Sammamish),,Bullying or Harassment,13-year old boy was victim of antisemitic harassment at middle school.,,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:36am
12,2023,03,13,2023 - 03 -  13,Lincoln High School,Seattle Public Schools,School Administration,Principal forbid Jewish students from participating in a multicultural week to promote cultural visibility. Principal changed decision.,,,https://mynorthwest.com/3856966/rantz-no-whites-jews-allowed-seattle-school-multicultural-week-event/,,,,,From-Google-Sheet,"Received additional details from the Lincoln Jewish Student Union staff advisor. ""The incident reported on your site is something that I have inside knowledge of due to the fact that I was present when it occurred not only at Lincoln but inside the JSU. In short Lincoln students curate and put on a multicultural showcase during a multicultural week each year. This is almost entirely student driven and organized and does not have direct input for admin. The incident report on your site from last year's event states that the principal prohibited the JSU from participating in the showcase and that the information came from a news source. What occurred inside JSU at the time is that the student organizers of the showcase reached out to the JSU leadership and leadership at the time failed to follow through on participating and communicating in the showcase. They did however put up Jewish cultural informative posters around the school. Then the article was published misrepresenting the entire situation and driving an unnecessary wedge between groups of Lincoln students. This year under new JSU leadership the Jewish Students fully participated in the showcase as well as other aspects of multicultural week.""",checked,Josh Herst,Our Team,5/28/2024 12:51pm
11,2023,03,6,2023 - 03 -  6,Highland Middle School,Bellevue School District,Bullying or Harassment,"8th grade Jewish student was targeted by classmates who would say “Heil Hitler” and “gas chambers” and do a Nazi salute when she’s around, and other antisemitic vitriol. She didn’t tell anyone for a while, until it got out of hand in the classroom, when one of the kids started talking about the Holocaust to insult the Jewish student; when she talked back, the teacher told them to stop because they were making too much noise. Reported to the school principal on March 6th and to the school district (Nancy Pham) on March 10th.",,,,,,Yes,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:47pm
10,2023,03,2,2023 - 03 -  2,Unknown (Peninsula),,Bullying or Harassment,"9th grade student asking other students ""Are you a Jew?"" If they responded, ""Yes,"" he stated ""I am going to f*cking kill you.""",,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/29/2024 6:30pm
9,2023,02,13,2023 - 02 -  13,Tops K-8,Seattle Public Schools,Bullying or Harassment,"14 year-old student called a ""kike"" and bullied about being Jewish.",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 2:14pm
8,2023,01,30,2023 - 01 -  30,Unknown (Seattle),,Bullying or Harassment,A student with a history of making antisemitic remarks harassed a Jewish classmate with anti-Israel comments.,,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:35am
4,2023,,null,2023 -  -  null,Nathan Hale High School,Seattle Public Schools,Published Materials (Print or Online),Posters in the school. (No details),,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 2:15pm
5,2023,,null,2023 -  -  null,Lake Washington High School,Lake Washington School District,Demonstration or Other Event,"Student walkout and demonstration during school hours; people covered up with Keffiyehs (making it hard to tell if they were all students) and held posters saying Israel is committing “genocide,” and other propaganda.",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:47pm
6,2023,,null,2023 -  -  null,Garfield High School,Seattle Public Schools,Bullying or Harassment,Student reported harassment. (No details),,,,,,,,From-Google-Sheet,,checked,Josh Herst,Our Team,5/16/2024 2:15pm
72,2022,11,29,2022 - 11 -  29,The Northwest School,,Bullying or Harassment,Middle school student was teased (laughed at) by high school students for wearing a kippah.,,,,,,Yes,,Parent-Reported,,,Josh Herst,Josh Herst,4/8/2024 2:12pm
84,2019,02,null,2019 - 02 -  null,Mercer Island High School,Mercer Island School District,Published Materials (Print or Online),"Images and video of students raising a Nazi salute were posted on social media. In one, a student mimes a Hitler mustache with his finger.",2019Mar-Mercer-Island-High-School-The-Islander.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1723860000000/xWJ906oRYf-gzvnu2wdmJw/NLpRrcMfH0SpM8d03Q8VlGIRZKBHPEUp0m39obTRhBuZvhuhKTdustxF8PK3SGmbWRZtJrH-gYu6Fq8nphojNaDNSxWQ5V4Mjf-VjXMne90nrCVbXkykFW5JRZSYjtO7_Hd0BYKr5qPkDaxhWYCDDs7v_JZQeIiM98XDJwSb5dezrqZRG4jSDU4aJK1Ao4bvpe7w_5yM3S8mLwzjgzup6g/sAX7kLgRyRCaTcDPX3KJSPJ1kUXkf0CkR_PNj01ZP78),,https://www.king5.com/article/news/mercer-island-hs-condemns-students-nazi-hand-gestures/281-87386fd5-78ef-4402-a437-5fd846328ac4,,,Yes,,Press,,,Our Team,Our Team,5/16/2024 1:57pm
3,2018,10,null,2018 - 10 -  null,University Prep,,Teacher Issue,Video captured footage of an English teacher dropping letters with anti-Semitic messages into staff mailboxes.,,https://uprepmedia.com/1752/news/dismissal-after-hate-notes/,,,,Yes,,From-Google-Sheet,,,Josh Herst,Our Team,6/6/2024 4:11pm
2,2018,10,28,2018 - 10 -  28,University Prep,,Graffiti or Vandalism,"Vandalism “I support the KKK""",2019Oct29-UniversityPrep-SchoolLetter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1723860000000/D-j1ePUNSWOL8q2akZTqVQ/EIFLRc25j5ZsQeqoJiHFbRKMf9J-o-ZHdH_HhQxnvPMvxFs36X4pVb20hAekqRwEN6D9AMBH8iRkFYi3uMUWoTMBh5TxM9UftQJwtUW0h2MQSziyL0WjdYh7NIodGgQj07heurQugOdBc0qbLO3rmpe9n4-WV4uwfs2K32bUP3OOTX8-13PWyPZiHnFTokWw/QsrUH71193yxbsK9tYsQRUGT3J2N0SXeB6DpblVxd64),,,,,Yes,,From-Google-Sheet,,,Josh Herst,Our Team,5/28/2024 2:27pm
95,2017,03,10,2017 - 03 -  10,Seattle Academy,,Graffiti or Vandalism,"Temple De Hirsch Sinai was vandalized with antisemitic and Holocaust-denying graffiti. While likely targeting the synagogue and not the school, Seattle Academy leases space in this building.",2017Mar-TempleDeHirsch-Vandalism.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1723860000000/57ZSvZ6_ny5eVRtcva6hTA/ER24eFjnviKeCGZ3Nqkcoz6CPpVTyt7glsv_2J7bpUPSl2cplvQaH72cWy33R_nvu0lDPEPSWoI-33As7xKFSfEAkZtOqLv8vxfPtEOZtzGnF7vIpaaAnCds8mYQp8NrEwAmhckSuvvi4r7cyoEObCqWjZoBMwskCS3HsZ1d43HgZvpbXgX4yhzWyJmK8Guf/otYiG5D_y2iC8bGArKTL-xpEJS1gQRCjslnXOjR8NLg),,https://komonews.com/news/local/temple-de-hirsch-sinai-vandalized-with-anti-semtic-graffiti,,https://www.cnn.com/2017/03/10/us/seattle-synagogue-vandalized-holocaust-denial/index.html,,,Press,,,Our Team,Our Team,5/28/2024 3:28pm
1,2010,12,null,2010 - 12 -  null,Eastlake High School,Lake Washington School District,Graffiti or Vandalism,Swastika and the word 'Jew' spray painted on a storage container.,,,https://patch.com/washington/sammamish/two-teens-arrested-on-suspicion-of-painting-swastika-d38f1e078c,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:47pm
102,2024,06,03,2024 - 06 -  03,Interlake High School,Bellevue School District,Published Materials (Print or Online),"A student in a keffiyeh wore a sweatshirt with “From the river to the sea, Palestine will be free” written in large letters across the back. Note, the Bellevue School District Dress Code states that clothing that implies intimidation or discrimination is prohibited. (https://bsd405.org/wp-content/pdf/policy/3224P.pdf)",,,,,,Yes,,Website,,checked,Our Team,Our Team,6/10/2024 10:33am
